,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,week,month,revenue,lag_week,lag_q,lag_unit_price
84132,547028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/20/2011 10:13,2.95,13593.0,United Kingdom,11,3,11.8,11.0,32.0,2.55
447722,547042,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/20/2011 11:00,5.79,,United Kingdom,11,3,11.58,11.0,4.0,2.95
327347,547049,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/20/2011 11:56,2.95,17134.0,United Kingdom,11,3,17.700000000000003,11.0,2.0,5.79
403455,547052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,3/20/2011 12:07,2.95,18225.0,United Kingdom,11,3,14.75,11.0,6.0,2.95
282198,547055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/20/2011 12:14,2.95,16444.0,United Kingdom,11,3,8.850000000000001,11.0,5.0,2.95
165741,547059,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,3/20/2011 12:50,2.95,14693.0,United Kingdom,11,3,14.75,11.0,3.0,2.95
171821,547063,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,3/20/2011 13:33,2.95,14769.0,United Kingdom,11,3,29.5,11.0,5.0,2.95
330443,547073,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/20/2011 14:23,2.95,17211.0,United Kingdom,11,3,8.850000000000001,11.0,10.0,2.95
217970,547079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/20/2011 15:02,2.95,15408.0,United Kingdom,11,3,5.9,11.0,3.0,2.95
220672,547083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/20/2011 15:21,2.95,15452.0,United Kingdom,11,3,17.700000000000003,11.0,2.0,2.95
220694,547083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/20/2011 15:21,2.95,15452.0,United Kingdom,11,3,2.95,11.0,6.0,2.95
403406,547099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/21/2011 10:30,2.95,18224.0,United Kingdom,12,3,17.700000000000003,11.0,1.0,2.95
51551,547209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/21/2011 14:44,2.55,13081.0,United Kingdom,12,3,81.6,12.0,6.0,2.95
403458,547247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/22/2011 9:01,2.55,18225.0,United Kingdom,12,3,81.6,12.0,32.0,2.55
448321,547249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/22/2011 9:27,5.79,,United Kingdom,12,3,5.79,12.0,32.0,2.55
100090,547252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 10:13,2.95,13900.0,United Kingdom,12,3,17.700000000000003,12.0,1.0,5.79
98147,547253,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 10:44,2.95,13869.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
196574,547334,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 11:43,2.95,15044.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
202186,547349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 12:02,2.95,15132.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
358619,547357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 12:15,2.95,17613.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
255235,547358,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/22/2011 12:25,2.95,15998.0,United Kingdom,12,3,8.850000000000001,12.0,6.0,2.95
36211,547365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/22/2011 12:36,2.95,12775.0,Netherlands,12,3,35.400000000000006,12.0,3.0,2.95
448546,547385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/22/2011 15:48,5.79,,United Kingdom,12,3,23.16,12.0,12.0,2.95
448812,547386,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/22/2011 15:52,5.79,,United Kingdom,12,3,11.58,12.0,4.0,5.79
77420,547413,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/23/2011 9:43,2.95,13475.0,United Kingdom,12,3,35.400000000000006,12.0,2.0,5.79
58995,547418,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/23/2011 10:25,2.95,13148.0,United Kingdom,12,3,17.700000000000003,12.0,12.0,2.95
320526,547485,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/23/2011 11:16,2.95,17019.0,United Kingdom,12,3,8.850000000000001,12.0,6.0,2.95
374476,547489,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/23/2011 11:44,2.95,17830.0,United Kingdom,12,3,17.700000000000003,12.0,3.0,2.95
325515,547491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/23/2011 12:05,2.95,17096.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
394592,547496,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/23/2011 12:13,2.95,18075.0,United Kingdom,12,3,35.400000000000006,12.0,6.0,2.95
192013,547498,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/23/2011 12:24,2.95,15021.0,United Kingdom,12,3,2.95,12.0,12.0,2.95
73255,547500,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/23/2011 12:39,2.55,13408.0,United Kingdom,12,3,81.6,12.0,1.0,2.95
449245,547547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/23/2011 15:30,5.79,,United Kingdom,12,3,5.79,12.0,32.0,2.55
334145,547556,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/23/2011 16:45,2.95,17250.0,United Kingdom,12,3,11.8,12.0,1.0,5.79
78065,547580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/24/2011 10:48,2.95,13488.0,United Kingdom,12,3,35.400000000000006,12.0,4.0,2.95
129203,547644,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/24/2011 11:38,2.95,14267.0,United Kingdom,12,3,17.700000000000003,12.0,12.0,2.95
397864,547649,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/24/2011 12:02,2.95,18118.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
311738,547651,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/24/2011 12:11,2.95,16904.0,United Kingdom,12,3,11.8,12.0,6.0,2.95
129218,547655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/24/2011 12:52,2.95,14267.0,United Kingdom,12,3,17.700000000000003,12.0,4.0,2.95
64981,547656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/24/2011 12:53,2.95,13263.0,United Kingdom,12,3,5.9,12.0,6.0,2.95
303259,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/24/2011 13:41,2.95,16769.0,United Kingdom,12,3,2.95,12.0,2.0,2.95
303262,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/24/2011 13:41,2.95,16769.0,United Kingdom,12,3,8.850000000000001,12.0,1.0,2.95
303272,547670,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/24/2011 13:41,2.95,16769.0,United Kingdom,12,3,17.700000000000003,12.0,3.0,2.95
396481,547709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/24/2011 18:43,2.95,18109.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
282711,547713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/25/2011 8:41,2.95,16458.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
46340,547721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/25/2011 10:14,2.95,13000.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
154511,547786,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/25/2011 11:44,2.95,14587.0,United Kingdom,12,3,2.95,12.0,6.0,2.95
449596,547788,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/25/2011 12:00,5.79,,United Kingdom,12,3,23.16,12.0,1.0,2.95
261594,547829,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/25/2011 15:24,2.95,16081.0,United Kingdom,12,3,17.700000000000003,12.0,4.0,5.79
449742,547830,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/25/2011 15:50,5.79,,United Kingdom,12,3,34.74,12.0,6.0,2.95
304411,547833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/25/2011 17:34,2.95,16780.0,United Kingdom,12,3,5.9,12.0,6.0,5.79
333671,547837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,3/27/2011 10:26,2.95,17243.0,United Kingdom,12,3,20.650000000000002,12.0,2.0,2.95
41955,547839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/27/2011 10:54,2.55,12916.0,United Kingdom,12,3,81.6,12.0,7.0,2.95
98864,547842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/27/2011 11:14,2.95,13875.0,United Kingdom,12,3,17.700000000000003,12.0,32.0,2.55
359300,547860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/27/2011 12:21,2.95,17625.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
238343,547864,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/27/2011 13:10,2.95,15716.0,United Kingdom,12,3,17.700000000000003,12.0,6.0,2.95
315523,547871,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/27/2011 14:28,2.95,16931.0,United Kingdom,12,3,8.850000000000001,12.0,6.0,2.95
303996,547872,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/27/2011 14:34,2.95,16777.0,United Kingdom,12,3,17.700000000000003,12.0,3.0,2.95
143802,547874,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,3/27/2011 15:39,2.95,14476.0,United Kingdom,12,3,14.75,12.0,6.0,2.95
56183,547881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/27/2011 16:08,2.95,13110.0,United Kingdom,12,3,17.700000000000003,12.0,5.0,2.95
87079,547886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/28/2011 9:21,2.95,13652.0,United Kingdom,13,3,17.700000000000003,12.0,6.0,2.95
376016,547896,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/28/2011 11:34,2.95,17841.0,United Kingdom,13,3,2.95,13.0,6.0,2.95
122068,547910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/28/2011 12:23,2.95,14159.0,United Kingdom,13,3,17.700000000000003,13.0,1.0,2.95
171559,547921,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/28/2011 13:28,2.95,14766.0,United Kingdom,13,3,35.400000000000006,13.0,6.0,2.95
150492,547942,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,3/28/2011 14:57,2.95,14538.0,United Kingdom,13,3,53.1,13.0,12.0,2.95
450120,547967,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/28/2011 15:49,5.79,,United Kingdom,13,3,5.79,13.0,18.0,2.95
231604,547990,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/29/2011 9:53,2.95,15589.0,United Kingdom,13,3,17.700000000000003,13.0,1.0,5.79
93822,548007,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/29/2011 10:51,2.95,13769.0,United Kingdom,13,3,17.700000000000003,13.0,6.0,2.95
342915,548012,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/29/2011 11:15,2.95,17377.0,United Kingdom,13,3,35.400000000000006,13.0,6.0,2.95
94969,548144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,3/29/2011 12:29,2.55,13798.0,United Kingdom,13,3,163.2,13.0,12.0,2.95
135234,548178,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/29/2011 14:35,2.95,14367.0,United Kingdom,13,3,35.400000000000006,13.0,64.0,2.55
233731,548185,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/29/2011 14:58,2.95,15628.0,United Kingdom,13,3,35.400000000000006,13.0,12.0,2.95
94343,548186,85123A,WHITE HANGING HEART T-LIGHT HOLDER,72,3/29/2011 15:02,2.55,13777.0,United Kingdom,13,3,183.6,13.0,12.0,2.95
65050,548188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/29/2011 15:12,2.95,13263.0,United Kingdom,13,3,2.95,13.0,72.0,2.55
235970,548215,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/30/2011 9:19,2.95,15674.0,United Kingdom,13,3,17.700000000000003,13.0,1.0,2.95
358977,548217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/30/2011 9:31,2.55,17616.0,United Kingdom,13,3,81.6,13.0,6.0,2.95
260943,548312,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/30/2011 12:12,2.95,16059.0,United Kingdom,13,3,11.8,13.0,32.0,2.55
304699,548327,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,3/30/2011 13:05,2.95,16788.0,United Kingdom,13,3,29.5,13.0,4.0,2.95
49137,548331,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/30/2011 13:28,2.95,13047.0,United Kingdom,13,3,35.400000000000006,13.0,10.0,2.95
451249,548373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/30/2011 16:34,5.79,,United Kingdom,13,3,5.79,13.0,12.0,2.95
344148,548400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/30/2011 17:33,2.95,17400.0,United Kingdom,13,3,8.850000000000001,13.0,1.0,5.79
324933,548405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/31/2011 9:48,2.95,17088.0,United Kingdom,13,3,17.700000000000003,13.0,3.0,2.95
247125,548450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,3/31/2011 11:20,2.55,15856.0,United Kingdom,13,3,81.6,13.0,6.0,2.95
49955,548452,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/31/2011 11:37,2.95,13060.0,United Kingdom,13,3,35.400000000000006,13.0,32.0,2.55
36567,548470,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,3/31/2011 12:36,2.95,12782.0,Portugal,13,3,35.400000000000006,13.0,12.0,2.95
82955,548484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/31/2011 12:43,2.95,13571.0,United Kingdom,13,3,5.9,13.0,12.0,2.95
323845,548500,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/31/2011 13:49,2.95,17071.0,United Kingdom,13,3,11.8,13.0,2.0,2.95
451806,548516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,3/31/2011 16:28,2.95,,United Kingdom,13,3,8.850000000000001,13.0,4.0,2.95
451759,548516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/31/2011 16:28,5.79,,United Kingdom,13,3,23.16,13.0,3.0,2.95
400537,548550,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/1/2011 8:22,2.95,18161.0,United Kingdom,13,4,17.700000000000003,13.0,4.0,5.79
358633,548552,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/1/2011 9:06,2.95,17613.0,United Kingdom,13,4,35.400000000000006,13.0,6.0,2.95
76870,548560,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/1/2011 10:10,2.55,13468.0,United Kingdom,13,4,81.6,13.0,12.0,2.95
290585,548561,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/1/2011 10:11,2.95,16609.0,United Kingdom,13,4,17.700000000000003,13.0,32.0,2.55
247919,548610,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/1/2011 11:28,2.95,15860.0,United Kingdom,13,4,2.95,13.0,6.0,2.95
86402,548622,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/1/2011 12:09,2.95,13636.0,United Kingdom,13,4,17.700000000000003,13.0,1.0,2.95
364832,548632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/1/2011 12:25,2.95,17701.0,United Kingdom,13,4,17.700000000000003,13.0,6.0,2.95
232168,548636,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/1/2011 12:29,2.95,15601.0,United Kingdom,13,4,35.400000000000006,13.0,6.0,2.95
44138,548648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/1/2011 13:20,2.95,12949.0,United Kingdom,13,4,35.400000000000006,13.0,12.0,2.95
177266,548650,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,4/1/2011 13:22,2.95,14852.0,United Kingdom,13,4,23.6,13.0,12.0,2.95
247139,548686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/1/2011 16:49,2.55,15856.0,United Kingdom,13,4,81.6,13.0,8.0,2.95
221952,548697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,4/3/2011 10:49,2.55,15482.0,United Kingdom,13,4,163.2,13.0,32.0,2.55
452087,548699,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/3/2011 11:08,2.95,,United Kingdom,13,4,2.95,13.0,64.0,2.55
256507,548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/3/2011 11:37,2.95,16010.0,United Kingdom,13,4,5.9,13.0,1.0,2.95
256509,548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/3/2011 11:37,2.95,16010.0,United Kingdom,13,4,8.850000000000001,13.0,2.0,2.95
67445,548708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/3/2011 12:41,2.95,13269.0,United Kingdom,13,4,8.850000000000001,13.0,3.0,2.95
397175,548711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/3/2011 14:24,2.95,18116.0,United Kingdom,13,4,8.850000000000001,13.0,3.0,2.95
338252,548714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/3/2011 15:07,2.95,17337.0,United Kingdom,13,4,2.95,13.0,3.0,2.95
178972,548743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/4/2011 12:05,2.95,14895.0,United Kingdom,14,4,17.700000000000003,13.0,1.0,2.95
46848,548749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/4/2011 12:29,2.95,13004.0,United Kingdom,14,4,17.700000000000003,14.0,6.0,2.95
370640,548808,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/4/2011 12:55,2.95,17774.0,United Kingdom,14,4,8.850000000000001,14.0,6.0,2.95
65111,548860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/4/2011 13:38,2.95,13263.0,United Kingdom,14,4,5.9,14.0,3.0,2.95
170825,548865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/4/2011 14:09,2.95,14747.0,United Kingdom,14,4,17.700000000000003,14.0,2.0,2.95
326619,548869,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/4/2011 14:31,2.95,17114.0,United Kingdom,14,4,5.9,14.0,6.0,2.95
365676,548874,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/4/2011 15:18,2.55,17716.0,United Kingdom,14,4,81.6,14.0,2.0,2.95
452280,548893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/4/2011 15:54,5.79,,United Kingdom,14,4,5.79,14.0,32.0,2.55
330792,548898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,4/4/2011 16:28,2.95,17214.0,United Kingdom,14,4,23.6,14.0,1.0,5.79
235998,548973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/5/2011 11:44,2.95,15674.0,United Kingdom,14,4,17.700000000000003,14.0,8.0,2.95
239834,548978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,4/5/2011 12:08,2.95,15727.0,United Kingdom,14,4,29.5,14.0,6.0,2.95
312477,548983,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,4/5/2011 12:30,2.95,16906.0,United Kingdom,14,4,11.8,14.0,10.0,2.95
150205,548987,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/5/2011 12:50,2.95,14535.0,United Kingdom,14,4,17.700000000000003,14.0,4.0,2.95
207865,549015,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,4/5/2011 15:12,2.95,15244.0,United Kingdom,14,4,70.80000000000001,14.0,6.0,2.95
452755,549023,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/5/2011 16:27,5.79,,United Kingdom,14,4,5.79,14.0,24.0,2.95
363607,549052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/6/2011 10:19,2.95,17682.0,United Kingdom,14,4,35.400000000000006,14.0,1.0,5.79
79457,549055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/6/2011 10:33,2.95,13515.0,United Kingdom,14,4,35.400000000000006,14.0,12.0,2.95
269857,549099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/6/2011 11:07,2.95,16241.0,United Kingdom,14,4,5.9,14.0,12.0,2.95
55093,549115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/6/2011 12:41,2.55,13098.0,United Kingdom,14,4,81.6,14.0,2.0,2.95
293402,549116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/6/2011 12:49,2.95,16670.0,United Kingdom,14,4,17.700000000000003,14.0,32.0,2.55
453025,549155,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/6/2011 17:08,5.79,,United Kingdom,14,4,5.79,14.0,6.0,2.95
235144,549182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/7/2011 9:12,2.95,15646.0,United Kingdom,14,4,17.700000000000003,14.0,1.0,5.79
226775,549235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/7/2011 11:16,2.95,15530.0,United Kingdom,14,4,8.850000000000001,14.0,6.0,2.95
226773,549235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,4/7/2011 11:16,2.95,15530.0,United Kingdom,14,4,14.75,14.0,3.0,2.95
238699,549241,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/7/2011 11:40,2.95,15719.0,United Kingdom,14,4,5.9,14.0,5.0,2.95
140819,549250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/7/2011 12:10,2.95,14446.0,United Kingdom,14,4,17.700000000000003,14.0,2.0,2.95
55811,549258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/7/2011 12:30,2.95,13102.0,United Kingdom,14,4,35.400000000000006,14.0,6.0,2.95
371390,549260,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,4/7/2011 12:34,2.95,17790.0,United Kingdom,14,4,20.650000000000002,14.0,12.0,2.95
143193,549262,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/7/2011 12:38,2.95,14465.0,United Kingdom,14,4,8.850000000000001,14.0,7.0,2.95
271656,549291,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/7/2011 19:05,2.95,16261.0,United Kingdom,14,4,5.9,14.0,3.0,2.95
63317,549294,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,4/7/2011 19:27,2.95,13230.0,United Kingdom,14,4,11.8,14.0,2.0,2.95
291175,549319,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/8/2011 10:09,2.95,16623.0,United Kingdom,14,4,17.700000000000003,14.0,4.0,2.95
256555,549320,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,4/8/2011 10:14,2.95,16010.0,United Kingdom,14,4,38.35,14.0,6.0,2.95
249570,549431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,4/8/2011 12:17,2.95,15874.0,United Kingdom,14,4,73.75,14.0,13.0,2.95
82375,549439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,4/8/2011 12:42,2.95,13562.0,United Kingdom,14,4,53.1,14.0,25.0,2.95
242402,549443,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/8/2011 12:56,2.95,15775.0,United Kingdom,14,4,17.700000000000003,14.0,18.0,2.95
252656,549551,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/10/2011 11:48,2.95,15955.0,United Kingdom,14,4,35.400000000000006,14.0,6.0,2.95
315555,549553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/10/2011 12:22,2.95,16931.0,United Kingdom,14,4,17.700000000000003,14.0,12.0,2.95
86002,549567,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/10/2011 15:07,2.95,13632.0,United Kingdom,14,4,5.9,14.0,6.0,2.95
235619,549568,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/10/2011 15:09,2.95,15665.0,United Kingdom,14,4,35.400000000000006,14.0,2.0,2.95
228187,549569,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,4/10/2011 15:15,2.95,15547.0,United Kingdom,14,4,23.6,14.0,12.0,2.95
145798,549573,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,4/10/2011 16:01,2.95,14504.0,United Kingdom,14,4,5.9,14.0,8.0,2.95
403744,549574,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/10/2011 16:02,2.55,18226.0,United Kingdom,14,4,81.6,14.0,2.0,2.95
206484,549583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/11/2011 9:46,2.95,15214.0,United Kingdom,15,4,17.700000000000003,14.0,32.0,2.55
133137,549592,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/11/2011 10:14,2.95,14311.0,United Kingdom,15,4,17.700000000000003,15.0,6.0,2.95
181503,549667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/11/2011 12:20,2.95,14911.0,EIRE,15,4,17.700000000000003,15.0,6.0,2.95
81795,549691,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/11/2011 13:42,2.95,13549.0,United Kingdom,15,4,17.700000000000003,15.0,6.0,2.95
158908,549716,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/11/2011 14:43,2.95,14628.0,United Kingdom,15,4,35.400000000000006,15.0,6.0,2.95
374247,549733,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/11/2011 16:56,2.95,17827.0,United Kingdom,15,4,17.700000000000003,15.0,12.0,2.95
279945,549734,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/11/2011 17:12,2.95,16409.0,United Kingdom,15,4,8.850000000000001,15.0,6.0,2.95
207656,549744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/12/2011 10:30,2.95,15240.0,United Kingdom,15,4,17.700000000000003,15.0,3.0,2.95
42995,549749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/12/2011 10:45,2.95,12928.0,United Kingdom,15,4,17.700000000000003,15.0,6.0,2.95
196605,549826,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,4/12/2011 12:53,2.95,15044.0,United Kingdom,15,4,41.300000000000004,15.0,6.0,2.95
76285,549833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/12/2011 13:19,2.55,13458.0,United Kingdom,15,4,81.6,15.0,14.0,2.95
350545,549835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,4/12/2011 13:24,2.55,17511.0,United Kingdom,15,4,81.6,15.0,32.0,2.55
295787,549837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,4/12/2011 13:38,2.55,16705.0,United Kingdom,15,4,163.2,15.0,32.0,2.55
39360,549844,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/12/2011 14:17,2.95,12854.0,United Kingdom,15,4,8.850000000000001,15.0,64.0,2.55
