,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,week,month,revenue,lag_q,lag_unit_price,lag_week
475688,558614,23084,RABBIT NIGHT LIGHT,2,6/30/2011 15:56,4.13,,United Kingdom,26,6,8.26,48.0,1.79,26.0
475889,558681,23084,RABBIT NIGHT LIGHT,1,7/1/2011 11:20,4.13,,United Kingdom,26,7,4.13,2.0,4.13,26.0
475907,558682,23084,RABBIT NIGHT LIGHT,1,7/1/2011 11:20,4.13,,United Kingdom,26,7,4.13,1.0,4.13,26.0
105627,558684,23084,RABBIT NIGHT LIGHT,6,7/1/2011 11:29,2.08,14016.0,EIRE,26,7,12.48,1.0,4.13,26.0
256382,558751,23084,RABBIT NIGHT LIGHT,3,7/3/2011 11:26,2.08,16009.0,United Kingdom,26,7,6.24,6.0,2.08,26.0
476187,558774,23084,RABBIT NIGHT LIGHT,1,7/4/2011 10:17,4.13,,United Kingdom,27,7,4.13,3.0,2.08,26.0
476494,558777,23084,RABBIT NIGHT LIGHT,5,7/4/2011 10:23,4.13,,United Kingdom,27,7,20.65,1.0,4.13,27.0
24561,558813,23084,RABBIT NIGHT LIGHT,72,7/4/2011 11:42,1.79,12682.0,France,27,7,128.88,5.0,4.13,27.0
476819,558837,23084,RABBIT NIGHT LIGHT,1,7/4/2011 11:58,4.13,,United Kingdom,27,7,4.13,72.0,1.79,27.0
477075,558904,23084,RABBIT NIGHT LIGHT,5,7/4/2011 16:18,4.13,,United Kingdom,27,7,20.65,1.0,4.13,27.0
477358,559039,23084,RABBIT NIGHT LIGHT,1,7/5/2011 15:32,4.13,,United Kingdom,27,7,4.13,5.0,4.13,27.0
477425,559042,23084,RABBIT NIGHT LIGHT,1,7/5/2011 15:34,4.13,,United Kingdom,27,7,4.13,1.0,4.13,27.0
478056,559052,23084,RABBIT NIGHT LIGHT,3,7/5/2011 16:53,4.13,,United Kingdom,27,7,12.39,1.0,4.13,27.0
478333,559055,23084,RABBIT NIGHT LIGHT,8,7/5/2011 17:09,4.13,,United Kingdom,27,7,33.04,3.0,4.13,27.0
278631,559120,23084,RABBIT NIGHT LIGHT,6,7/6/2011 12:18,2.08,16393.0,United Kingdom,27,7,12.48,8.0,4.13,27.0
333210,559128,23084,RABBIT NIGHT LIGHT,5,7/6/2011 12:39,2.08,17238.0,United Kingdom,27,7,10.4,6.0,2.08,27.0
383867,559133,23084,RABBIT NIGHT LIGHT,3,7/6/2011 13:13,2.08,17861.0,United Kingdom,27,7,6.24,5.0,2.08,27.0
212446,559141,23084,RABBIT NIGHT LIGHT,7,7/6/2011 13:56,2.08,15311.0,United Kingdom,27,7,14.56,3.0,2.08,27.0
478796,559162,23084,RABBIT NIGHT LIGHT,1,7/6/2011 16:29,4.13,,United Kingdom,27,7,4.13,7.0,2.08,27.0
479134,559163,23084,RABBIT NIGHT LIGHT,3,7/6/2011 16:33,4.13,,United Kingdom,27,7,12.39,1.0,4.13,27.0
479614,559338,23084,RABBIT NIGHT LIGHT,2,7/7/2011 16:30,4.13,,United Kingdom,27,7,8.26,3.0,4.13,27.0
480382,559506,23084,RABBIT NIGHT LIGHT,2,7/8/2011 15:17,4.13,,United Kingdom,27,7,8.26,2.0,4.13,27.0
175222,559529,23084,RABBIT NIGHT LIGHT,10,7/10/2011 12:03,2.08,14808.0,United Kingdom,27,7,20.8,2.0,4.13,27.0
327091,559542,23084,RABBIT NIGHT LIGHT,3,7/10/2011 13:32,2.08,17126.0,United Kingdom,27,7,6.24,10.0,2.08,27.0
327130,559543,23084,RABBIT NIGHT LIGHT,1,7/10/2011 13:46,2.08,17126.0,United Kingdom,27,7,2.08,3.0,2.08,27.0
480685,559689,23084,RABBIT NIGHT LIGHT,1,7/11/2011 15:46,2.08,,United Kingdom,28,7,2.08,1.0,2.08,27.0
480969,559693,23084,RABBIT NIGHT LIGHT,1,7/11/2011 16:21,4.13,,United Kingdom,28,7,4.13,1.0,2.08,28.0
481531,559816,23084,RABBIT NIGHT LIGHT,1,7/12/2011 16:11,4.13,,United Kingdom,28,7,4.13,1.0,4.13,28.0
481944,559817,23084,RABBIT NIGHT LIGHT,1,7/12/2011 16:20,4.13,,United Kingdom,28,7,4.13,1.0,4.13,28.0
23455,559889,23084,RABBIT NIGHT LIGHT,120,7/13/2011 11:48,1.79,12678.0,France,28,7,214.8,1.0,4.13,28.0
482393,560050,23084,RABBIT NIGHT LIGHT,2,7/14/2011 15:07,2.08,,United Kingdom,28,7,4.16,120.0,1.79,28.0
482565,560090,23084,RABBIT NIGHT LIGHT,1,7/14/2011 16:46,4.13,,United Kingdom,28,7,4.13,2.0,2.08,28.0
482952,560225,23084,RABBIT NIGHT LIGHT,1,7/15/2011 16:27,4.13,,United Kingdom,28,7,4.13,1.0,4.13,28.0
485012,560777,23084,RABBIT NIGHT LIGHT,1,7/21/2011 9:30,4.13,,United Kingdom,29,7,4.13,1.0,4.13,28.0
485046,560778,23084,RABBIT NIGHT LIGHT,1,7/21/2011 9:30,4.13,,United Kingdom,29,7,4.13,1.0,4.13,29.0
486917,561371,23084,RABBIT NIGHT LIGHT,1,7/26/2011 16:25,4.13,,United Kingdom,30,7,4.13,1.0,4.13,29.0
487238,561513,23084,RABBIT NIGHT LIGHT,2,7/27/2011 15:12,4.13,,United Kingdom,30,7,8.26,1.0,4.13,30.0
487353,561515,23084,RABBIT NIGHT LIGHT,7,7/27/2011 15:16,4.13,,United Kingdom,30,7,28.91,2.0,4.13,30.0
487587,561651,23084,RABBIT NIGHT LIGHT,2,7/28/2011 15:36,4.13,,United Kingdom,30,7,8.26,7.0,4.13,30.0
487796,561820,23084,RABBIT NIGHT LIGHT,1,7/29/2011 16:00,4.13,,United Kingdom,30,7,4.13,2.0,4.13,30.0
487986,562024,23084,RABBIT NIGHT LIGHT,2,8/1/2011 16:07,4.13,,United Kingdom,31,8,8.26,1.0,4.13,30.0
488411,562114,23084,RABBIT NIGHT LIGHT,1,8/2/2011 16:14,4.13,,United Kingdom,31,8,4.13,2.0,4.13,31.0
488908,562420,23084,RABBIT NIGHT LIGHT,3,8/4/2011 16:38,4.13,,United Kingdom,31,8,12.39,1.0,4.13,31.0
489654,562843,23084,RABBIT NIGHT LIGHT,1,8/9/2011 17:37,4.13,,United Kingdom,32,8,4.13,3.0,4.13,31.0
490045,562933,23084,RABBIT NIGHT LIGHT,1,8/10/2011 16:51,4.13,,United Kingdom,32,8,4.13,1.0,4.13,32.0
490370,562936,23084,RABBIT NIGHT LIGHT,1,8/10/2011 17:12,2.08,,United Kingdom,32,8,2.08,1.0,4.13,32.0
490473,562955,23084,RABBIT NIGHT LIGHT,7,8/11/2011 10:14,4.13,,United Kingdom,32,8,28.91,1.0,2.08,32.0
491605,563549,23084,RABBIT NIGHT LIGHT,1,8/17/2011 12:34,4.13,,United Kingdom,33,8,4.13,7.0,4.13,32.0
491879,564221,23084,RABBIT NIGHT LIGHT,3,8/24/2011 9:36,4.13,,United Kingdom,34,8,12.39,1.0,4.13,33.0
109051,564359,23084,RABBIT NIGHT LIGHT,4,8/24/2011 16:02,2.08,14056.0,United Kingdom,34,8,8.32,3.0,4.13,34.0
492106,564516,23084,RABBIT NIGHT LIGHT,2,8/25/2011 14:45,4.13,,United Kingdom,34,8,8.26,4.0,2.08,34.0
160915,564652,23084,RABBIT NIGHT LIGHT,480,8/26/2011 14:20,2.08,14646.0,Netherlands,34,8,998.4000000000001,2.0,4.13,34.0
232684,564712,23084,RABBIT NIGHT LIGHT,96,8/28/2011 10:40,1.79,15611.0,United Kingdom,34,8,171.84,480.0,2.08,34.0
235704,564717,23084,RABBIT NIGHT LIGHT,48,8/28/2011 11:19,1.79,15669.0,United Kingdom,34,8,85.92,96.0,1.79,34.0
266160,564723,23084,RABBIT NIGHT LIGHT,6,8/28/2011 12:11,2.08,16168.0,United Kingdom,34,8,12.48,48.0,1.79,34.0
394811,564726,23084,RABBIT NIGHT LIGHT,4,8/28/2011 12:29,2.08,18077.0,United Kingdom,34,8,8.32,6.0,2.08,34.0
294867,564727,23084,RABBIT NIGHT LIGHT,2,8/28/2011 12:31,2.08,16686.0,United Kingdom,34,8,4.16,4.0,2.08,34.0
61866,564728,23084,RABBIT NIGHT LIGHT,48,8/28/2011 12:43,1.79,13199.0,United Kingdom,34,8,85.92,2.0,2.08,34.0
315869,564739,23084,RABBIT NIGHT LIGHT,1,8/28/2011 14:28,2.08,16931.0,United Kingdom,34,8,2.08,48.0,1.79,34.0
262576,564741,23084,RABBIT NIGHT LIGHT,48,8/28/2011 14:53,1.79,16107.0,United Kingdom,34,8,85.92,1.0,2.08,34.0
340281,564742,23084,RABBIT NIGHT LIGHT,2,8/28/2011 15:01,2.08,17346.0,United Kingdom,34,8,4.16,48.0,1.79,34.0
359778,564746,23084,RABBIT NIGHT LIGHT,24,8/28/2011 15:58,1.79,17633.0,United Kingdom,34,8,42.96,2.0,2.08,34.0
493147,564758,23084,RABBIT NIGHT LIGHT,1,8/30/2011 10:39,4.13,,United Kingdom,35,8,4.13,24.0,1.79,34.0
493415,564760,23084,RABBIT NIGHT LIGHT,4,8/30/2011 10:47,4.13,,United Kingdom,35,8,16.52,1.0,4.13,35.0
43139,564814,23084,RABBIT NIGHT LIGHT,120,8/30/2011 11:54,1.79,12931.0,United Kingdom,35,8,214.8,4.0,4.13,35.0
493759,564818,23084,RABBIT NIGHT LIGHT,2,8/30/2011 12:10,4.13,,United Kingdom,35,8,8.26,120.0,1.79,35.0
37075,564819,23084,RABBIT NIGHT LIGHT,48,8/30/2011 12:11,1.79,12814.0,Poland,35,8,85.92,2.0,4.13,35.0
493943,564820,23084,RABBIT NIGHT LIGHT,1,8/30/2011 12:16,4.13,,United Kingdom,35,8,4.13,48.0,1.79,35.0
494233,564835,23084,RABBIT NIGHT LIGHT,1,8/30/2011 12:31,4.13,,United Kingdom,35,8,4.13,1.0,4.13,35.0
344364,564836,23084,RABBIT NIGHT LIGHT,96,8/30/2011 12:32,1.79,17402.0,United Kingdom,35,8,171.84,1.0,4.13,35.0
5127,564853,23084,RABBIT NIGHT LIGHT,24,8/31/2011 8:55,1.79,12423.0,Belgium,35,8,42.96,96.0,1.79,35.0
495140,564857,23084,RABBIT NIGHT LIGHT,2,8/31/2011 9:23,4.13,,United Kingdom,35,8,8.26,24.0,1.79,35.0
109669,564859,23084,RABBIT NIGHT LIGHT,216,8/31/2011 9:55,1.79,14057.0,United Kingdom,35,8,386.64,2.0,4.13,35.0
261811,564872,23084,RABBIT NIGHT LIGHT,24,8/31/2011 10:47,1.79,16083.0,United Kingdom,35,8,42.96,216.0,1.79,35.0
23462,564897,23084,RABBIT NIGHT LIGHT,288,8/31/2011 11:22,1.79,12678.0,France,35,8,515.52,24.0,1.79,35.0
24646,564906,23084,RABBIT NIGHT LIGHT,120,8/31/2011 12:18,1.79,12682.0,France,35,8,214.8,288.0,1.79,35.0
11677,564912,23084,RABBIT NIGHT LIGHT,24,8/31/2011 12:33,1.79,12490.0,France,35,8,42.96,120.0,1.79,35.0
336397,564959,23084,RABBIT NIGHT LIGHT,12,8/31/2011 14:22,2.08,17299.0,United Kingdom,35,8,24.96,24.0,1.79,35.0
363402,564965,23084,RABBIT NIGHT LIGHT,48,8/31/2011 15:07,1.79,17677.0,United Kingdom,35,8,85.92,12.0,2.08,35.0
361486,564967,23084,RABBIT NIGHT LIGHT,6,8/31/2011 15:13,2.08,17659.0,United Kingdom,35,8,12.48,48.0,1.79,35.0
20015,564972,23084,RABBIT NIGHT LIGHT,24,8/31/2011 15:30,1.79,12621.0,Germany,35,8,42.96,6.0,2.08,35.0
495376,564974,23084,RABBIT NIGHT LIGHT,1,8/31/2011 15:32,4.13,,United Kingdom,35,8,4.13,24.0,1.79,35.0
67831,565087,23084,RABBIT NIGHT LIGHT,6,9/1/2011 10:03,2.08,13276.0,United Kingdom,35,9,12.48,1.0,4.13,35.0
112397,565092,23084,RABBIT NIGHT LIGHT,18,9/1/2011 10:36,2.08,14092.0,United Kingdom,35,9,37.44,6.0,2.08,35.0
372170,565152,23084,RABBIT NIGHT LIGHT,6,9/1/2011 14:42,2.08,17799.0,United Kingdom,35,9,12.48,18.0,2.08,35.0
266164,565157,23084,RABBIT NIGHT LIGHT,48,9/1/2011 15:08,1.79,16168.0,United Kingdom,35,9,85.92,6.0,2.08,35.0
495596,565231,23084,RABBIT NIGHT LIGHT,1,9/2/2011 9:26,4.13,,United Kingdom,35,9,4.13,48.0,1.79,35.0
495765,565232,23084,RABBIT NIGHT LIGHT,1,9/2/2011 9:30,4.13,,United Kingdom,35,9,4.13,1.0,4.13,35.0
495988,565233,23084,RABBIT NIGHT LIGHT,8,9/2/2011 9:34,4.13,,United Kingdom,35,9,33.04,1.0,4.13,35.0
496120,565234,23084,RABBIT NIGHT LIGHT,4,9/2/2011 9:38,4.13,,United Kingdom,35,9,16.52,8.0,4.13,35.0
23135,565239,23084,RABBIT NIGHT LIGHT,6,9/2/2011 9:51,2.08,12670.0,France,35,9,12.48,4.0,4.13,35.0
496401,565303,23084,RABBIT NIGHT LIGHT,1,9/2/2011 12:17,2.08,,Unspecified,35,9,2.08,6.0,2.08,35.0
496850,565617,23084,RABBIT NIGHT LIGHT,2,9/5/2011 15:30,4.13,,United Kingdom,36,9,8.26,1.0,2.08,35.0
497150,565840,23084,RABBIT NIGHT LIGHT,1,9/7/2011 12:02,4.13,,United Kingdom,36,9,4.13,2.0,4.13,36.0
497384,565841,23084,RABBIT NIGHT LIGHT,1,9/7/2011 12:04,4.13,,United Kingdom,36,9,4.13,1.0,4.13,36.0
497593,565847,23084,RABBIT NIGHT LIGHT,2,9/7/2011 12:44,4.13,,United Kingdom,36,9,8.26,1.0,4.13,36.0
497760,565917,23084,RABBIT NIGHT LIGHT,1,9/7/2011 16:15,4.13,,United Kingdom,36,9,4.13,2.0,4.13,36.0
497997,565919,23084,RABBIT NIGHT LIGHT,1,9/7/2011 16:48,4.13,,United Kingdom,36,9,4.13,1.0,4.13,36.0
498610,566221,23084,RABBIT NIGHT LIGHT,2,9/9/2011 16:13,4.13,,United Kingdom,36,9,8.26,1.0,4.13,36.0
498883,566446,23084,RABBIT NIGHT LIGHT,4,9/12/2011 15:40,4.13,,United Kingdom,37,9,16.52,2.0,4.13,36.0
499063,566577,23084,RABBIT NIGHT LIGHT,1,9/13/2011 13:29,4.13,,United Kingdom,37,9,4.13,4.0,4.13,37.0
499216,566602,23084,RABBIT NIGHT LIGHT,1,9/13/2011 16:05,4.13,,United Kingdom,37,9,4.13,1.0,4.13,37.0
499726,566787,23084,RABBIT NIGHT LIGHT,5,9/15/2011 10:31,4.13,,United Kingdom,37,9,20.65,1.0,4.13,37.0
500293,566985,23084,RABBIT NIGHT LIGHT,2,9/16/2011 10:42,4.13,,United Kingdom,37,9,8.26,5.0,4.13,37.0
500703,567507,23084,RABBIT NIGHT LIGHT,7,9/20/2011 14:46,4.13,,United Kingdom,38,9,28.91,2.0,4.13,37.0
500861,567665,23084,RABBIT NIGHT LIGHT,1,9/21/2011 15:22,4.13,,United Kingdom,38,9,4.13,7.0,4.13,38.0
502024,567673,23084,RABBIT NIGHT LIGHT,2,9/21/2011 15:43,4.13,,United Kingdom,38,9,8.26,1.0,4.13,38.0
502299,567901,23084,RABBIT NIGHT LIGHT,9,9/22/2011 16:28,4.13,,United Kingdom,38,9,37.17,2.0,4.13,38.0
502499,568057,23084,RABBIT NIGHT LIGHT,1,9/23/2011 12:56,4.13,,United Kingdom,38,9,4.13,9.0,4.13,38.0
502695,568134,23084,RABBIT NIGHT LIGHT,8,9/23/2011 17:02,4.13,,United Kingdom,38,9,33.04,1.0,4.13,38.0
502962,568135,23084,RABBIT NIGHT LIGHT,7,9/23/2011 17:04,4.13,,United Kingdom,38,9,28.91,8.0,4.13,38.0
113353,568346,23084,RABBIT NIGHT LIGHT,18,9/26/2011 15:28,4.13,14096.0,United Kingdom,39,9,74.34,7.0,4.13,38.0
503149,568411,23084,RABBIT NIGHT LIGHT,3,9/27/2011 10:52,4.13,,United Kingdom,39,9,12.39,18.0,4.13,39.0
503443,568567,23084,RABBIT NIGHT LIGHT,7,9/27/2011 18:41,4.13,,United Kingdom,39,9,28.91,3.0,4.13,39.0
503701,568716,23084,RABBIT NIGHT LIGHT,10,9/28/2011 16:13,4.13,,United Kingdom,39,9,41.3,7.0,4.13,39.0
503891,568719,23084,RABBIT NIGHT LIGHT,7,9/28/2011 16:19,4.13,,United Kingdom,39,9,28.91,10.0,4.13,39.0
504174,568721,23084,RABBIT NIGHT LIGHT,7,9/28/2011 16:24,4.13,,United Kingdom,39,9,28.91,7.0,4.13,39.0
504598,569137,23084,RABBIT NIGHT LIGHT,6,9/30/2011 14:45,4.13,,United Kingdom,39,9,24.78,7.0,4.13,39.0
113659,569246,23084,RABBIT NIGHT LIGHT,3,10/3/2011 9:57,4.13,14096.0,United Kingdom,40,10,12.39,6.0,4.13,39.0
43159,569334,23084,RABBIT NIGHT LIGHT,360,10/3/2011 13:53,1.79,12931.0,United Kingdom,40,10,644.4,3.0,4.13,40.0
505249,569374,23084,RABBIT NIGHT LIGHT,2,10/3/2011 16:14,4.13,,United Kingdom,40,10,8.26,360.0,1.79,40.0
505708,569544,23084,RABBIT NIGHT LIGHT,1,10/4/2011 16:33,4.13,,United Kingdom,40,10,4.13,2.0,4.13,40.0
505831,569545,23084,RABBIT NIGHT LIGHT,4,10/4/2011 16:37,4.13,,United Kingdom,40,10,16.52,1.0,4.13,40.0
506235,569700,23084,RABBIT NIGHT LIGHT,2,10/5/2011 15:56,4.13,,United Kingdom,40,10,8.26,4.0,4.13,40.0
506541,569898,23084,RABBIT NIGHT LIGHT,1,10/6/2011 16:08,4.13,,United Kingdom,40,10,4.13,2.0,4.13,40.0
113972,570488,23084,RABBIT NIGHT LIGHT,2,10/10/2011 17:12,4.13,14096.0,United Kingdom,41,10,8.26,1.0,4.13,40.0
507555,570497,23084,RABBIT NIGHT LIGHT,1,10/11/2011 9:07,2.08,,United Kingdom,41,10,2.08,2.0,4.13,41.0
510235,571713,23084,RABBIT NIGHT LIGHT,9,10/18/2011 16:58,4.13,,United Kingdom,42,10,37.17,1.0,2.08,41.0
510437,571714,23084,RABBIT NIGHT LIGHT,4,10/18/2011 17:00,4.13,,United Kingdom,42,10,16.52,9.0,4.13,42.0
510658,571716,23084,RABBIT NIGHT LIGHT,1,10/18/2011 17:05,4.13,,United Kingdom,42,10,4.13,4.0,4.13,42.0
157828,572847,23084,RABBIT NIGHT LIGHT,1,10/26/2011 12:15,2.08,14606.0,United Kingdom,43,10,2.08,1.0,4.13,42.0
295695,572857,23084,RABBIT NIGHT LIGHT,72,10/26/2011 12:31,1.79,16701.0,United Kingdom,43,10,128.88,1.0,2.08,43.0
36947,572869,23084,RABBIT NIGHT LIGHT,960,10/26/2011 13:21,1.79,12798.0,Japan,43,10,1718.4,72.0,1.79,43.0
73524,572870,23084,RABBIT NIGHT LIGHT,24,10/26/2011 13:22,1.79,13408.0,United Kingdom,43,10,42.96,960.0,1.79,43.0
365493,572875,23084,RABBIT NIGHT LIGHT,12,10/26/2011 13:31,1.67,17706.0,United Kingdom,43,10,20.04,24.0,1.79,43.0
56059,572900,23084,RABBIT NIGHT LIGHT,60,10/26/2011 14:52,1.79,13107.0,United Kingdom,43,10,107.4,12.0,1.67,43.0
254386,572910,23084,RABBIT NIGHT LIGHT,20,10/26/2011 15:58,2.08,15990.0,United Kingdom,43,10,41.6,60.0,1.79,43.0
313456,572912,23084,RABBIT NIGHT LIGHT,2,10/26/2011 16:07,2.08,16915.0,United Kingdom,43,10,4.16,20.0,2.08,43.0
254611,572921,23084,RABBIT NIGHT LIGHT,6,10/26/2011 16:57,2.08,15993.0,United Kingdom,43,10,12.48,2.0,2.08,43.0
24189,572992,23084,RABBIT NIGHT LIGHT,48,10/27/2011 10:57,1.79,12681.0,France,43,10,85.92,6.0,2.08,43.0
161384,573003,23084,RABBIT NIGHT LIGHT,2400,10/27/2011 12:11,2.08,14646.0,Netherlands,43,10,4992.0,48.0,1.79,43.0
256458,573007,23084,RABBIT NIGHT LIGHT,12,10/27/2011 12:22,2.08,16009.0,United Kingdom,43,10,24.96,2400.0,2.08,43.0
176652,573020,23084,RABBIT NIGHT LIGHT,6,10/27/2011 12:37,2.08,14842.0,United Kingdom,43,10,12.48,12.0,2.08,43.0
188863,573029,23084,RABBIT NIGHT LIGHT,2,10/27/2011 13:33,2.08,14971.0,United Kingdom,43,10,4.16,6.0,2.08,43.0
6678,573036,23084,RABBIT NIGHT LIGHT,24,10/27/2011 13:44,1.79,12437.0,France,43,10,42.96,2.0,2.08,43.0
394854,573069,23084,RABBIT NIGHT LIGHT,30,10/27/2011 13:58,1.79,18077.0,United Kingdom,43,10,53.7,24.0,1.79,43.0
91428,573083,23084,RABBIT NIGHT LIGHT,6,10/27/2011 14:22,2.08,13735.0,United Kingdom,43,10,12.48,30.0,1.79,43.0
237790,573094,23084,RABBIT NIGHT LIGHT,6,10/27/2011 14:39,2.08,15707.0,United Kingdom,43,10,12.48,6.0,2.08,43.0
202715,573109,23084,RABBIT NIGHT LIGHT,12,10/27/2011 15:19,2.08,15144.0,United Kingdom,43,10,24.96,6.0,2.08,43.0
363478,573111,23084,RABBIT NIGHT LIGHT,72,10/27/2011 15:25,1.79,17677.0,United Kingdom,43,10,128.88,12.0,2.08,43.0
55524,573143,23084,RABBIT NIGHT LIGHT,24,10/27/2011 17:56,1.79,13098.0,United Kingdom,43,10,42.96,72.0,1.79,43.0
392261,573144,23084,RABBIT NIGHT LIGHT,1,10/27/2011 17:57,2.08,18035.0,United Kingdom,43,10,2.08,24.0,1.79,43.0
392253,573144,23084,RABBIT NIGHT LIGHT,4,10/27/2011 17:57,2.08,18035.0,United Kingdom,43,10,8.32,1.0,2.08,43.0
23477,573153,23084,RABBIT NIGHT LIGHT,912,10/28/2011 7:39,1.79,12678.0,France,43,10,1632.48,4.0,2.08,43.0
232699,573162,23084,RABBIT NIGHT LIGHT,120,10/28/2011 9:01,1.79,15611.0,United Kingdom,43,10,214.8,912.0,1.79,43.0
61892,573230,23084,RABBIT NIGHT LIGHT,48,10/28/2011 11:55,1.79,13199.0,United Kingdom,43,10,85.92,120.0,1.79,43.0
513191,573267,23084,RABBIT NIGHT LIGHT,1,10/28/2011 12:44,2.08,,United Kingdom,43,10,2.08,48.0,1.79,43.0
55933,573272,23084,RABBIT NIGHT LIGHT,144,10/28/2011 13:02,1.79,13102.0,United Kingdom,43,10,257.76,1.0,2.08,43.0
262584,573279,23084,RABBIT NIGHT LIGHT,120,10/28/2011 13:22,1.79,16107.0,United Kingdom,43,10,214.8,144.0,1.79,43.0
138953,573292,23084,RABBIT NIGHT LIGHT,120,10/28/2011 15:10,1.79,14416.0,United Kingdom,43,10,214.8,120.0,1.79,43.0
260370,573300,23084,RABBIT NIGHT LIGHT,4,10/28/2011 16:10,2.08,16049.0,United Kingdom,43,10,8.32,120.0,1.79,43.0
210582,573327,23084,RABBIT NIGHT LIGHT,6,10/30/2011 11:09,2.08,15298.0,United Kingdom,43,10,12.48,4.0,2.08,43.0
11142,573333,23084,RABBIT NIGHT LIGHT,24,10/30/2011 11:34,1.79,12483.0,Sweden,43,10,42.96,6.0,2.08,43.0
41803,573334,23084,RABBIT NIGHT LIGHT,24,10/30/2011 11:35,1.79,12912.0,United Kingdom,43,10,42.96,24.0,1.79,43.0
110680,573352,23084,RABBIT NIGHT LIGHT,48,10/30/2011 12:35,1.79,14077.0,United Kingdom,43,10,85.92,24.0,1.79,43.0
248805,573355,23084,RABBIT NIGHT LIGHT,6,10/30/2011 12:43,2.08,15865.0,United Kingdom,43,10,12.48,48.0,1.79,43.0
261524,573363,23084,RABBIT NIGHT LIGHT,48,10/30/2011 13:06,1.79,16079.0,United Kingdom,43,10,85.92,6.0,2.08,43.0
167624,573364,23084,RABBIT NIGHT LIGHT,1,10/30/2011 13:09,2.08,14710.0,United Kingdom,43,10,2.08,48.0,1.79,43.0
225617,573375,23084,RABBIT NIGHT LIGHT,96,10/30/2011 13:42,1.79,15521.0,United Kingdom,43,10,171.84,1.0,2.08,43.0
153361,573380,23084,RABBIT NIGHT LIGHT,4,10/30/2011 14:04,2.08,14572.0,United Kingdom,43,10,8.32,96.0,1.79,43.0
355872,573381,23084,RABBIT NIGHT LIGHT,7,10/30/2011 14:05,2.08,17590.0,United Kingdom,43,10,14.56,4.0,2.08,43.0
347087,573383,23084,RABBIT NIGHT LIGHT,6,10/30/2011 14:18,2.08,17447.0,United Kingdom,43,10,12.48,7.0,2.08,43.0
235710,573410,23084,RABBIT NIGHT LIGHT,48,10/30/2011 16:03,1.79,15669.0,United Kingdom,43,10,85.92,6.0,2.08,43.0
220371,573413,23084,RABBIT NIGHT LIGHT,2,10/30/2011 16:12,2.08,15444.0,United Kingdom,43,10,4.16,48.0,1.79,43.0
403362,573420,23084,RABBIT NIGHT LIGHT,24,10/31/2011 9:48,1.79,18223.0,United Kingdom,44,10,42.96,2.0,2.08,43.0
11529,573442,23084,RABBIT NIGHT LIGHT,24,10/31/2011 10:42,1.79,12488.0,France,44,10,42.96,24.0,1.79,44.0
104618,573481,23084,RABBIT NIGHT LIGHT,18,10/31/2011 11:10,2.08,13994.0,United Kingdom,44,10,37.44,24.0,1.79,44.0
243267,573483,23084,RABBIT NIGHT LIGHT,24,10/31/2011 11:32,1.79,15793.0,United Kingdom,44,10,42.96,18.0,2.08,44.0
103579,573504,23084,RABBIT NIGHT LIGHT,24,10/31/2011 12:05,1.79,13983.0,United Kingdom,44,10,42.96,24.0,1.79,44.0
175364,573510,23084,RABBIT NIGHT LIGHT,52,10/31/2011 12:21,1.79,14808.0,United Kingdom,44,10,93.08,24.0,1.79,44.0
143,573511,23084,RABBIT NIGHT LIGHT,48,10/31/2011 12:25,1.79,12347.0,Iceland,44,10,85.92,52.0,1.79,44.0
370844,573543,23084,RABBIT NIGHT LIGHT,4,10/31/2011 13:05,2.08,17777.0,United Kingdom,44,10,8.32,48.0,1.79,44.0
513507,573553,23084,RABBIT NIGHT LIGHT,1,10/31/2011 13:48,4.13,,United Kingdom,44,10,4.13,4.0,2.08,44.0
115170,573576,23084,RABBIT NIGHT LIGHT,8,10/31/2011 14:09,4.13,14096.0,United Kingdom,44,10,33.04,1.0,4.13,44.0
193985,573579,23084,RABBIT NIGHT LIGHT,3,10/31/2011 14:19,2.08,15033.0,United Kingdom,44,10,6.24,8.0,4.13,44.0
513625,573580,23084,RABBIT NIGHT LIGHT,2,10/31/2011 14:21,4.13,,United Kingdom,44,10,8.26,3.0,2.08,44.0
514329,573585,23084,RABBIT NIGHT LIGHT,42,10/31/2011 14:41,4.13,,United Kingdom,44,10,173.46,2.0,4.13,44.0
405385,573587,23084,RABBIT NIGHT LIGHT,6,10/31/2011 14:48,2.08,18257.0,United Kingdom,44,10,12.48,42.0,4.13,44.0
387774,573600,23084,RABBIT NIGHT LIGHT,48,10/31/2011 15:21,1.79,17924.0,United Kingdom,44,10,85.92,6.0,2.08,44.0
514845,573601,23084,RABBIT NIGHT LIGHT,1,10/31/2011 15:24,4.13,,United Kingdom,44,10,4.13,48.0,1.79,44.0
514915,573633,23084,RABBIT NIGHT LIGHT,2,10/31/2011 15:48,4.13,,United Kingdom,44,10,8.26,1.0,4.13,44.0
192984,573695,23084,RABBIT NIGHT LIGHT,9,10/31/2011 17:13,2.08,15023.0,United Kingdom,44,10,18.72,2.0,4.13,44.0
185019,573748,23084,RABBIT NIGHT LIGHT,12,11/1/2011 9:24,2.08,14911.0,EIRE,44,11,24.96,9.0,2.08,44.0
92979,573762,23084,RABBIT NIGHT LIGHT,18,11/1/2011 9:56,2.08,13758.0,United Kingdom,44,11,37.44,12.0,2.08,44.0
